tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2021073643879772279',"It's so common to only get busier and busier as you get older and as ""life is happening,"" with job constraints, with kids, with old parents, with health issues; and as such, a test of intelligence is how much freedom to live your life on your own terms you manage to retain.",en,Tweet,52,248,20,10,10488,2026-02-09 23:08:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2021073761060126784',Never be proud of being busy all the time.,en,Reply,17,108,5,3,7809,2026-02-09 23:08:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2021050145811595630',"Build relationships with people who have their private life in order, they tend to not suddenly disappear for no reason, and you will be able to compound your relationships with so much more depth over the decades.",en,Tweet,166,702,51,33,60666,2026-02-09 21:34:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2020428607185948690',"When you care about status, you start performing for others, which is the recipe of living your whole life without ever experiencing either true freedom or your full potential.",en,Tweet,106,527,56,38,16196,2026-02-08 04:24:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2005798607811928342',"RT @undefined: 2026 is going to be my “Alpha School” year where I go back and learn any core stem fundamentals I didn’t master in school.

Things that have felt hard to grasp bc I may have missed a day when I was sick in 7th grade and never caught up.

Electrical engineering, some concepts in physics, core math stuff etc. 

Convinced that it will take me relatively very little time with AI but will open my mind up in a big way. 

Too many of us only go further with what we’re comfortable with which is usually the subjects we felt we understood when we were ~12-21.

Knowledge compounds.

And there’s never been a better time to fix the gaps. AI changes everything.",en,Retweet,67,171,7,18,21886,2025-12-29 19:30:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2020176595269644530',Being very judgmental of everything all the time is mostly the sign that you have too much free time and not working on ambitious enough goals.,en,Tweet,90,456,47,27,15173,2026-02-07 11:43:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2020155284098863260',"When you ""protect"" your children from difficulty, you are actually setting up a difficult life for them.",en,Tweet,67,397,38,21,17297,2026-02-07 10:18:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2020148148748849533',Never trust someone who cannot clearly tell you what they want from life; confused people with too much free time are always full of drama.,en,Tweet,154,699,62,33,23652,2026-02-07 09:50:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2020142392762839327',"A great education always involves a lot of quiet, unstimulated time alone; that's when you finally connect with your own original thoughts, that's when you clarify how you truly want to live your life.",en,Tweet,124,531,62,39,15990,2026-02-07 09:27:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2019940074469880266',"So many wealthy people are worried about their kids becoming spoiled, lazy, entitled; but when you look around, it’s clear that growing up poor often makes far more damage when it comes to bad habits, self-discipline, and self-control.",en,Tweet,98,427,36,38,60490,2026-02-06 20:03:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019963799026250171',"Anyone who grew up in a rough neighborhood and who “made it” knows that they are an outlier, and that so many of their former classmates literally ended up in jail, with addictions, or with mental health or anger issues that destroyed their future relationships.",en,Reply,23,128,13,1,10846,2026-02-06 21:37:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019425669218988204',"Most people who think they are not smart enough to build the life they want are actually struggling with emotional control: constant anxiety makes you dumb, constant anger makes you confused, constant fear makes you stagnate.",en,Tweet,188,541,63,39,18674,2026-02-05 09:59:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2019411849385766984',"One of the most common signs of arrogance is when you spend most of your time mindlessly consuming entertainment that won’t improve your life whilst simultaneously expecting life to get better. Life gets better once you start treating your time with enough respect, never before.",en,Tweet,286,869,122,54,55144,2026-02-05 09:04:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019339811799371977',"You see a lot of rich people who struggle with their marriage, their family, their relationships, because accumulating money is much easier than accumulating wealth.",en,Tweet,68,387,48,34,18797,2026-02-05 04:18:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019337404709236938',Envy is life telling you that you should stop getting distracted by other people’s lives and start working on your own.,en,Tweet,76,369,48,25,14357,2026-02-05 04:08:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019335207753805827',A sign of success and internal fulfillment is when you are no longer obsessed with “changing your life” anymore.,en,Tweet,59,329,35,31,13281,2026-02-05 04:00:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019333103882482137',"A lot of “luck” boils down to maintaining the environment and routine that nurture the most high-energy version of yourself, whilst simultaneously hanging out with other high-energy people who also have a clear idea of what they want from life.",en,Tweet,147,461,48,21,15436,2026-02-05 03:51:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019330422912741842',"Intellectual curiosity doesn’t guarantee wealth, but lack of intellectual curiosity guarantees poverty.",en,Tweet,72,479,62,43,17722,2026-02-05 03:41:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019283066850799640',"The biggest opportunities you miss throughout your life aren’t measured financially, they are the experiences you never knew you could have had, that would have transformed you into the healthiest, calmest, happiest, most confident version of yourself.",en,Tweet,112,397,45,43,13831,2026-02-05 00:32:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019265965150941370',"Lack of success when it comes to building the life you want basically boils down to three points:

1) lack of honesty with yourself to face who you are and how much effort in the right direction you’ve made or (or haven’t made, yet)

2) lack of self-discipline and emotional control to stay the course and stick to the plan when life is testing your convictions, and it will

3) lack of courage to make the tough decisions:

leaving some old baggage behind and moving on to where you actually belong; 

making more time to build relationships with people with whom conversations are both effortless, stimulating, reinvigorating;

unlearning all the parts of yourself that you never liked but got comfortable living with, in order to rebuild yourself “cleanly” into someone you actually respect.",en,Tweet,516,718,83,33,50638,2026-02-04 23:24:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2019086034252816553',Anxiety happens when you know deep down that you should be doing better. It's the voice that screams when you've betrayed yourself and lowered your standards.,en,Tweet,190,645,57,54,39315,2026-02-04 11:29:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2018563397508628709',The only test of intelligence that matters is whether you navigate your own life on your own terms.,en,Tweet,226,1193,167,64,34622,2026-02-03 00:53:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2018256545067536488',"The less you take yourself seriously, the faster you grow as a person.",en,Tweet,143,814,82,64,32651,2026-02-02 04:33:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2018197872693428315',"Every new year is the opportunity to trim down what has been a mental burden on you for too long already: underwater investments that you kept out of wishful thinking, side projects that distracted you from what you do best, relationships with people who never cared like you did.",en,Tweet,79,360,29,32,15010,2026-02-02 00:40:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2018013210704748844',"Anxiety is when you are smart enough to know the life you need, but not brave enough to build it: your lack of courage makes you overthink every step along the way, you make no progress, you resent your own inaction, and mental peace never comes to you.",en,Tweet,496,1138,114,47,66576,2026-02-01 12:26:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2017958373980000261',Most people who think that relationships are complicated are actually struggling to fix their own insecurities first.,en,Tweet,60,370,26,38,15476,2026-02-01 08:49:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
